,tf,ratio,fid
0,0.0,0.0,0.7596342001881076
1,0.0,0.005025125628140704,0.7596342001881076
2,0.0,0.010050251256281407,0.7596342001881076
3,0.0,0.01507537688442211,0.7596342001881076
4,0.0,0.020100502512562814,0.7596342001881076
5,0.0,0.02512562814070352,0.7596342001881076
6,0.0,0.03015075376884422,0.7596342001881076
7,0.0,0.035175879396984924,0.7596342001881076
8,0.0,0.04020100502512563,0.7596342001881076
9,0.0,0.04522613065326633,0.7596342001881076
10,0.0,0.05025125628140704,0.7596342001881076
11,0.0,0.05527638190954774,0.7596342001881076
12,0.0,0.06030150753768844,0.7596342001881076
13,0.0,0.06532663316582915,0.7596342001881076
14,0.0,0.07035175879396985,0.7596342001881076
15,0.0,0.07537688442211056,0.7596342001881076
16,0.0,0.08040201005025126,0.7596342001881076
17,0.0,0.08542713567839195,0.7596342001881076
18,0.0,0.09045226130653267,0.7596342001881076
19,0.0,0.09547738693467336,0.7596342001881076
20,0.0,0.10050251256281408,0.7596342001881076
21,0.0,0.10552763819095477,0.7596342001881076
22,0.0,0.11055276381909548,0.7596342001881076
23,0.0,0.11557788944723618,0.7596342001881076
24,0.0,0.12060301507537688,0.7596342001881076
25,0.0,0.12562814070351758,0.7596342001881076
26,0.0,0.1306532663316583,0.7596342001881076
27,0.0,0.135678391959799,0.7596342001881076
28,0.0,0.1407035175879397,0.7596342001881076
29,0.0,0.1457286432160804,0.7596342001881076
30,0.0,0.15075376884422112,0.7596342001881076
31,0.0,0.15577889447236182,0.7596342001881076
32,0.0,0.16080402010050251,0.7596342001881076
33,0.0,0.1658291457286432,0.7596342001881076
34,0.0,0.1708542713567839,0.7596342001881076
35,0.0,0.17587939698492464,0.7596342001881076
36,0.0,0.18090452261306533,0.7596342001881076
37,0.0,0.18592964824120603,0.7596342001881076
38,0.0,0.19095477386934673,0.7596342001881076
39,0.0,0.19597989949748745,0.7596342001881076
40,0.0,0.20100502512562815,0.7596342001881076
41,0.0,0.20603015075376885,0.7596342001881076
42,0.0,0.21105527638190955,0.7596342001881076
43,0.0,0.21608040201005024,0.7596342001881076
44,0.0,0.22110552763819097,0.7596342001881076
45,0.0,0.22613065326633167,0.7596342001881076
46,0.0,0.23115577889447236,0.7596342001881076
47,0.0,0.23618090452261306,0.7596342001881076
48,0.0,0.24120603015075376,0.7596342001881076
49,0.0,0.24623115577889448,0.7596342001881076
50,0.0,0.25125628140703515,0.7596342001881076
51,0.0,0.2562814070351759,0.7596342001881076
52,0.0,0.2613065326633166,0.7596342001881076
53,0.0,0.2663316582914573,0.7596342001881076
54,0.0,0.271356783919598,0.7596342001881076
55,0.0,0.2763819095477387,0.7596342001881076
56,0.0,0.2814070351758794,0.7596342001881076
57,0.0,0.2864321608040201,0.7596342001881076
58,0.0,0.2914572864321608,0.7596342001881076
59,0.0,0.2964824120603015,0.7596342001881076
60,0.0,0.30150753768844224,0.7596342001881076
61,0.0,0.3065326633165829,0.7596342001881076
62,0.0,0.31155778894472363,0.7596342001881076
63,0.0,0.3165829145728643,0.7596342001881076
64,0.0,0.32160804020100503,0.7596342001881076
65,0.0,0.32663316582914576,0.7596342001881076
66,0.0,0.3316582914572864,0.7596342001881076
67,0.0,0.33668341708542715,0.7596342001881076
68,0.0,0.3417085427135678,0.7596342001881076
69,0.0,0.34673366834170855,0.7596342001881076
70,0.0,0.35175879396984927,0.7596342001881076
71,0.0,0.35678391959798994,0.7596342001881076
72,0.0,0.36180904522613067,0.7596342001881076
73,0.0,0.36683417085427134,0.7596342001881076
74,0.0,0.37185929648241206,0.7596342001881076
75,0.0,0.3768844221105528,0.7596342001881076
76,0.0,0.38190954773869346,0.7596342001881076
77,0.0,0.3869346733668342,0.7596342001881076
78,0.0,0.3919597989949749,0.7596342001881076
79,0.0,0.3969849246231156,0.7596342001881076
80,0.0,0.4020100502512563,0.7596342001881076
81,0.0,0.40703517587939697,0.7596342001881076
82,0.0,0.4120603015075377,0.7596342001881076
83,0.0,0.4170854271356784,0.7596342001881076
84,0.0,0.4221105527638191,0.7596342001881076
85,0.0,0.4271356783919598,0.7596342001881076
86,0.0,0.4321608040201005,0.7596342001881076
87,0.0,0.4371859296482412,0.7596342001881076
88,0.0,0.44221105527638194,0.7596342001881076
89,0.0,0.4472361809045226,0.7596342001881076
90,0.0,0.45226130653266333,0.7596342001881076
91,0.0,0.457286432160804,0.7596342001881076
92,0.0,0.4623115577889447,0.7596342001881076
93,0.0,0.46733668341708545,0.7596342001881076
94,0.0,0.4723618090452261,0.7596342001881076
95,0.0,0.47738693467336685,0.7596342001881076
96,0.0,0.4824120603015075,0.7596342001881076
97,0.0,0.48743718592964824,0.7596342001881076
98,0.0,0.49246231155778897,0.7596342001881076
99,0.0,0.49748743718592964,0.7596342001881076
100,0.0,0.5025125628140703,0.7596342001881076
101,0.0,0.507537688442211,0.7596342001881076
102,0.0,0.5125628140703518,0.7596342001881076
103,0.0,0.5175879396984925,0.7596342001881076
104,0.0,0.5226130653266332,0.7596342001881076
105,0.0,0.5276381909547738,0.7596342001881076
106,0.0,0.5326633165829145,0.7596342001881076
107,0.0,0.5376884422110553,0.7596342001881076
108,0.0,0.542713567839196,0.7596342001881076
109,0.0,0.5477386934673367,0.7596342001881076
110,0.0,0.5527638190954774,0.7596342001881076
111,0.0,0.5577889447236181,0.7596342001881076
112,0.0,0.5628140703517588,0.7596342001881076
113,0.0,0.5678391959798995,0.7596342001881076
114,0.0,0.5728643216080402,0.7596342001881076
115,0.0,0.577889447236181,0.7596342001881076
116,0.0,0.5829145728643216,0.7596342001881076
117,0.0,0.5879396984924623,0.7596342001881076
118,0.0,0.592964824120603,0.7596342001881076
119,0.0,0.5979899497487438,0.7596342001881076
120,0.0,0.6030150753768845,0.7596342001881076
121,0.0,0.6080402010050251,0.7596342001881076
122,0.0,0.6130653266331658,0.7596342001881076
123,0.0,0.6180904522613065,0.7596342001881076
124,0.0,0.6231155778894473,0.7596342001881076
125,0.0,0.628140703517588,0.7596342001881076
126,0.0,0.6331658291457286,0.7596342001881076
127,0.0,0.6381909547738693,0.7596342001881076
128,0.0,0.6432160804020101,0.7596342001881076
129,0.0,0.6482412060301508,0.7596342001881076
130,0.0,0.6532663316582915,0.7596342001881076
131,0.0,0.6582914572864321,0.7596342001881076
132,0.0,0.6633165829145728,0.7596342001881076
133,0.0,0.6683417085427136,0.7596342001881076
134,0.0,0.6733668341708543,0.7596342001881076
135,0.0,0.678391959798995,0.7596342001881076
136,0.0,0.6834170854271356,0.7596342001881076
137,0.0,0.6884422110552764,0.7596342001881076
138,0.0,0.6934673366834171,0.7596342001881076
139,0.0,0.6984924623115578,0.7596342001881076
140,0.0,0.7035175879396985,0.7596342001881076
141,0.0,0.7085427135678392,0.7596342001881076
142,0.0,0.7135678391959799,0.7596342001881076
143,0.0,0.7185929648241206,0.7596342001881076
144,0.0,0.7236180904522613,0.7596342001881076
145,0.0,0.7286432160804021,0.7596342001881076
146,0.0,0.7336683417085427,0.7596342001881076
147,0.0,0.7386934673366834,0.7596342001881076
148,0.0,0.7437185929648241,0.7596342001881076
149,0.0,0.7487437185929648,0.7596342001881076
150,0.0,0.7537688442211056,0.7596342001881076
151,0.0,0.7587939698492463,0.7596342001881076
152,0.0,0.7638190954773869,0.7596342001881076
153,0.0,0.7688442211055276,0.7596342001881076
154,0.0,0.7738693467336684,0.7596342001881076
155,0.0,0.7788944723618091,0.7596342001881076
156,0.0,0.7839195979899498,0.7596342001881076
157,0.0,0.7889447236180904,0.7596342001881076
158,0.0,0.7939698492462312,0.7596342001881076
159,0.0,0.7989949748743719,0.7596342001881076
160,0.0,0.8040201005025126,0.7596342001881076
161,0.0,0.8090452261306533,0.7596342001881076
162,0.0,0.8140703517587939,0.7596342001881076
163,0.0,0.8190954773869347,0.7596342001881076
164,0.0,0.8241206030150754,0.7596342001881076
165,0.0,0.8291457286432161,0.7596342001881076
166,0.0,0.8341708542713568,0.7596342001881076
167,0.0,0.8391959798994975,0.7596342001881076
168,0.0,0.8442211055276382,0.7596342001881076
169,0.0,0.8492462311557789,0.7596342001881076
170,0.0,0.8542713567839196,0.7596342001881076
171,0.0,0.8592964824120604,0.7596342001881076
172,0.0,0.864321608040201,0.7596342001881076
173,0.0,0.8693467336683417,0.7596342001881076
174,0.0,0.8743718592964824,0.7596342001881076
175,0.0,0.8793969849246231,0.7596342001881076
176,0.0,0.8844221105527639,0.7596342001881076
177,0.0,0.8894472361809045,0.7596342001881076
178,0.0,0.8944723618090452,0.7596342001881076
179,0.0,0.8994974874371859,0.7596342001881076
180,0.0,0.9045226130653267,0.7596342001881076
181,0.0,0.9095477386934674,0.7596342001881076
182,0.0,0.914572864321608,0.7596342001881076
183,0.0,0.9195979899497487,0.7596342001881076
184,0.0,0.9246231155778895,0.7596342001881076
185,0.0,0.9296482412060302,0.7596342001881076
186,0.0,0.9346733668341709,0.7596342001881076
187,0.0,0.9396984924623115,0.7596342001881076
188,0.0,0.9447236180904522,0.7596342001881076
189,0.0,0.949748743718593,0.7596342001881076
190,0.0,0.9547738693467337,0.7596342001881076
191,0.0,0.9597989949748744,0.7596342001881076
192,0.0,0.964824120603015,0.7596342001881076
193,0.0,0.9698492462311558,0.7596342001881076
194,0.0,0.9748743718592965,0.7596342001881076
195,0.0,0.9798994974874372,0.7596342001881076
196,0.0,0.9849246231155779,0.7596342001881076
197,0.0,0.9899497487437187,0.7596342001881076
198,0.0,0.9949748743718593,0.7596342001881076
199,0.0,1.0,0.7596342001881076
200,0.010050251256281407,0.0,0.7596342001881072
201,0.010050251256281407,0.005025125628140704,0.7597250085783646
202,0.010050251256281407,0.010050251256281407,0.7598117995324846
203,0.010050251256281407,0.01507537688442211,0.7598978695903179
204,0.010050251256281407,0.020100502512562814,0.7599819421067321
205,0.010050251256281407,0.02512562814070352,0.7600627451678715
206,0.010050251256281407,0.03015075376884422,0.7601430938369823
207,0.010050251256281407,0.035175879396984924,0.760220117135747
208,0.010050251256281407,0.04020100502512563,0.7602915945703843
209,0.010050251256281407,0.04522613065326633,0.7603645150853453
210,0.010050251256281407,0.05025125628140704,0.7604349501065986
211,0.010050251256281407,0.05527638190954774,0.7605032725616149
212,0.010050251256281407,0.06030150753768844,0.7605695226860388
213,0.010050251256281407,0.06532663316582915,0.7606336979279553
214,0.010050251256281407,0.07035175879396985,0.7606956583244894
215,0.010050251256281407,0.07537688442211056,0.7607552387493346
216,0.010050251256281407,0.08040201005025126,0.7608132715889191
217,0.010050251256281407,0.08542713567839195,0.760867283340299
218,0.010050251256281407,0.09045226130653267,0.7609192615706046
219,0.010050251256281407,0.09547738693467336,0.7609700600329158
220,0.010050251256281407,0.10050251256281408,0.7610188465173938
221,0.010050251256281407,0.10552763819095477,0.76106531452677
222,0.010050251256281407,0.11055276381909548,0.7611097147553675
223,0.010050251256281407,0.11557788944723618,0.7611519235962882
224,0.010050251256281407,0.12060301507537688,0.7611921106922304
225,0.010050251256281407,0.12562814070351758,0.7612297249917845
226,0.010050251256281407,0.1306532663316583,0.7612655765601989
227,0.010050251256281407,0.135678391959799,0.761299088921919
228,0.010050251256281407,0.1407035175879397,0.7613304911107379
229,0.010050251256281407,0.1457286432160804,0.7613598278550017
230,0.010050251256281407,0.15075376884422112,0.7613866781837976
231,0.010050251256281407,0.15577889447236182,0.7614112319831075
232,0.010050251256281407,0.16080402010050251,0.761433661677155
